,pro,con
15468,hursley,also
15469,there,little bit
15470,you,much bloat
15471,the culture,redundancy
15472,innovation,there
15473,ibm,group
15474,the best,an employee
15475,the brightest,acquisition
15476,teams,true part
15477,talent,watson health
15478,they,none tis place
15479,themselves,no downsides
15480,watson,me
15481,cloud,
15482,blockchain,ibm
15483,etc,salary
15484,strong relationships,market level
15485,the culture,new technologies
15486,little,sinking ship
15487,no oversight,the market
15488,managers,you
15489,you,
15490,space,production
15491,there,you
15492,interesting work,any sort
15493,good health care,correlation
15494,friendly bosses,great work
15495,ibm,the
15496,the midst,management
15497,itself,the ceo
15498,plethora,you
15499,new opportunities,every manager
15500,people,
15501,the right skills,someone
15502,teamwork,him
15503,the core,all the way
15504,new employees,employees
15505,help,large amounts
15506,ibm,time
15507,us,bureaucracy
15508,major clients,the worse
15509,complex issues,various execs
15510,the industry,various initiatives
15511,ibm,odds
15512,lot,each other
15513,opportunities,even more
15514,career,the
15515,,ibm stand
15516,part,bureaucracy
15517,ibm,yes
15518,,the ib
15519,,ibm
15520,eastern europe,yet the company
15521,social,way
15522,direct impact,few resources
15523,the community,anything
15524,great people,it
15525,good benefits,anything more
15526,plenty,
15527,resouces,such demoralizing environment
15528,you,management consultants
15529,chance,client projects
15530,some leading technical folks,leadership team
15531,part,mangers
15532,global technology company,work
15533,products,silos
15534,patents,no
15535,ibm,arrogant managers
15536,many programs,resource allocation aka layoff
15537,employees,lot
15538,families,ppl
15539,working parents,the random layoffs
15540,those,compensation
15541,themselves,market
15542,one,average pay
15543,,glassdoor
15544,the ibm corporate service corps,the bonus
15545,ibms corporate service responsibility initiative,
15546,the program,tax
15547,one,the bonus
15548,,many
15549,farmers,long lead times
15550,market,things
15551,fair price,lead
15552,this program,subpar products
15553,ibmers,no ability
15554,all,good talent
15555,the world,good people
15556,global business problems,defect
15557,it,other tech companies
15558,perk,
15559,employees,google
15560,another way,microsoft
15561,ibm,salesforce
15562,the world,startups
15563,smart,all
15564,work culture,time
15565,targets,lack
15566,opportunities,opportunity
15567,other areas,the company
15568,the business opportunities,ibm
15569,corporate service corps,shrinking
15570,real,there
15571,competitive compensation,no attractive opportunities
15572,decent semblance,roles
15573,the people,ibm
15574,hires,it
15575,hard working,butt
15576,strong service orientation,google
15577,there,it
15578,issues,ibm
15579,ibm,this market trend
15580,client,senior management
15581,,ibm
15582,india,vs
15583,part,peers
15584,ibm,decade
15585,ibm,the senior management team
15586,consultants,network
15587,emerging countries,bureaucratic
15588,problems,salary
15589,,little bit
15590,india,average
15591,month,horrible
15592,12 other consultants,management
15593,different countries,hours
15594,it,condition
15595,magnificent opportunity,the weather
15596,we,poor management little mobility
15597,the chance,divisions
15598,an immersive experience,lot
15599,ibm,overtime frequent layoffs
15600,this program,traditional approach
15601,,travel
15602,you,slow process
15603,anything,it
15604,ibm,there
15605,lots,lot
15606,room,chaotic confusion
15607,you,it
15608,lot,structure
15609,room,everybody
15610,you,the lack
15611,senior resource,structure
15612,ibm brand,
15613,the industry,some
15614,,timing
15615,it,lot
15616,work environment,the people
15617,google lite,the top
15618,ibm,the people
15619,the program,it
15620,birth mothers,themselves
15621,fathers,this
15622,partners,the culture
15623,adoptive parents,
15624,it,sense togetherness
15625,me,people
15626,working parent,
15627,moms,we
15628,particular,mutual feelings
15629,life,the company
15630,ibm,company organization
15631,,salary increases
15632,there,you
15633,great deal,hoops
15634,trust,yourself
15635,you,you
15636,ibm,the beginning
15637,numerous,yourself
15638,employees,the salary band structure
15639,these,ageism
15640,corporate service corps,ibm
15641,top performers,resource actions
15642,developing countries,systematic firing
15643,month,hard work
15644,those countries,it
15645,systemic problems,team effort
15646,home lots,dirty surroundings
15647,vacation,lazy people
15648,,micro
15649,it,pay
15650,the best company,you
15651,you,contractor
15652,chances,
15653,new technologies,any cons
15654,work life balance,this employer
15655,project,new sales person
15656,project,clients
15657,great pay,not that diverse
15658,opportunity,young
15659,engineers,hard hours
15660,the opportunity,lots
15661,patents,bureaucracy
15662,management commitment,no benefits
15663,structure,weird hierarchy
15664,one,no budget
15665,the,even computer monitors
15666,professional environments,no cons
15667,any company,here
15668,most companies,all
15669,ibm,the system
15670,the aircraft carrier,the employees
15671,salary,longer duration
15672,agile methodology,salary rise
15673,home,office politics
15674,,phoney team
15675,experience,building
15676,teams,etc
15677,different technologies,
15678,implementation,pay scale structure
15679,ibm,increment
15680,great talent,the mark
15681,the people,some members
15682,,management
15683,focus,employees
15684,new technology dimensions,decisions
15685,the constant learning opportunities,the customer
15686,me,management
15687,the cbd program,expectations
15688,company,tad condescending
15689,good,
15690,management,guess
15691,ibm,an occupational hazard
15692,great place,you
15693,great place,large corporation
15694,experts,any negative thoughts
15695,exposure,you
15696,multiple environments,individuals
15697,technical challenges,yourself
15698,constant innovation,you
15699,technology,office politics
15700,ibm,as
15701,great history,occupational hazard
15702,culture,big corporation
15703,integrity,ibm
15704,lot,no exception
15705,great people,you
15706,they,good job
15707,good benefits,people
15708,huge company,ibm
15709,things,company
15710,lot,many paths
15711,room,advancement
15712,great place,collaboration
15713,life,product
15714,good money,pay
15715,you,industry standard
15716,the people,managers
15717,,you
15718,day,tasks
15719,day,you
15720,the freedom,no cons
15721,,company
15722,day,hierarchical
15723,the benefits,everything else
15724,excellent team members lots,con
15725,knowledge,salary
15726,an active drive,the biggest downside
15727,broad set,the consulting
15728,opportunities,degrees program
15729,strong processes,it
15730,best practices,ibm
15731,changing environment,attempts
15732,good people,project
15733,job low cost,way
15734,living,dense rain forest
15735,pioneer,no cell reception
15736,new technology areas,the company
15737,ample opportunity,them
15738,the ones,it
15739,several,long way
15740,modes,the sexism
15741,benefits,the workplace
15742,incentive plan,inability
15743,benefits package,rusty cogs
15744,new directions,slow
15745,large company,date gear
15746,good work,this an awful place
15747,life balance,
15748,good learning,raise
15749,flexible work environment,
15750,most jobs,mark
15751,work,the company
15752,the time,exessive overtime
15753,other positions,no culture
15754,locations,you
15755,you,designer
15756,an office,career opportunities
15757,pretty,employees
15758,benefits,not enough actual work
15759,big emphasis,the section
15760,learning,
15761,lot,training courses
15762,good workers,actual work
15763,passion,training
15764,lots,yearly bonuses
15765,opportunities,times
15766,freedom,lack
15767,you,communication
15768,this,policy changes
15769,manager,employees
15770,an experienced hire,pay
15771,ibm,market
15772,an awesome working environment,constant restructuring
15773,the approach,competitors
15774,diversity,change
15775,much part,change
15776,ibm,annual layoffs
15777,they,performance
15778,only,sales
15779,the benefits,10 years
15780,,it
15781,the business model,some
15782,pro,the best products
15783,there,the market
15784,almost no paper,great culture
15785,ibm,etc
15786,they,it
15787,others,toxic culture
15788,it,employees
15789,,the company
15790,each day,them
15791,something new,you
15792,the raw edge,older worker
15793,technology,you
15794,another huge,the door
15795,pro,younger workers
15796,the focus,they
15797,learning organization,couple years
15798,an employee,it
15799,you,terrible place
15800,knowledge,sales rep
15801,you,you
15802,skills,they
15803,the environment changes,crap
15804,bright,remote contenders
15805,smart people,most areas
15806,lots,they
15807,good collaboration,
15808,training,the
15809,average pay,company
15810,home,best people
15811,jobs,the door
15812,benefits,mgt
